,title,like_count_1h,like_count_2h,like_count_3h,like_count_4h,like_count_5h,like_count_6h,comment_count_1h,comment_count_2h,comment_count_3h,comment_count_4h,comment_count_5h,comment_count_6h,forum_id,forum_stats,like_count_24h,weekday,hour
33646,#其他 護理轉職,0,0,0,0,0,1,0,0,0,0,0,1,916546,19.7,38,0,10
29092,好帥,1,2,2,2,2,3,4,9,10,12,12,12,174372,56.4,5,4,6
30972,口服A酸2個月 臉部乳液請益（CeraVe.雅漾. Curel）,1,2,2,4,5,5,4,14,17,18,19,19,156928,140.1,13,1,4
48517,#討論 星宇航空客服專員,2,2,2,5,6,7,4,5,5,5,5,5,969285,2.5,12,1,4
14451,證券投資社團,1,1,2,2,4,4,1,1,1,2,2,3,377272,20.7,5,2,23
45589,原本的我們都很快樂,1,1,1,2,4,4,0,0,0,0,0,0,975846,0.5,5,0,10
3448,新菜色怎麼拿🥲,0,0,1,3,3,3,2,7,7,8,8,8,76831,15.1,7,4,12
31478,#分享 Gucci 櫃上秀❣️,5,7,9,12,14,16,0,1,1,1,1,1,641259,15.1,33,4,11
36561,宜蘭兩天一夜小旅行吃什麼🤤🧡,2,3,7,11,20,28,0,3,6,8,9,9,160419,81.9,87,6,5
49676,可唔可以淨係當我係普通朋友咁相處,0,1,1,6,9,9,1,1,2,2,5,5,528046,38.6,14,4,14
8359,#實習心得 暑期實習∞｜工作、薪資福利、心得｜2022趨勢科技,7,10,12,13,14,14,1,2,2,2,2,2,770696,160.6,61,4,17
47629,想睡ㄌ,3,5,5,5,5,5,2,2,2,2,2,2,750159,1128.3,5,1,14
16656,迷你複合式圖書館空間,2,2,2,2,2,2,0,0,0,0,0,0,894031,22.0,7,2,13
26558,想跟文化大奶妹做愛！！！,6,6,6,6,6,6,1,1,1,1,1,1,750159,1128.3,7,4,14
1788,我很抱歉 擋住了你的車,0,1,2,2,5,5,3,3,4,4,5,5,136811,59.5,8,3,10
25874,大家都喜歡喝什麼湯～,1,3,3,3,3,3,2,3,5,5,5,5,604447,38.0,6,3,15
22611,高校長與莫里斯,3,6,6,6,7,7,1,2,2,2,2,2,136098,31.6,12,4,14
14732,#大型重型機車 台三追焦分享😉,3,6,10,12,16,18,2,3,7,8,10,13,879883,6.4,51,1,10
35983,調查局特考往年家訪及受訓的時間,0,0,0,0,0,0,4,9,9,10,10,13,531929,28.7,7,0,7
5455,BMW 420四門,1,1,1,2,3,4,0,1,3,3,4,7,346315,29.3,6,3,3
25796,#大眾占卜 [塔羅］♥️跨年前你們關係運勢,8,10,11,13,14,16,26,41,55,66,75,88,40715,32.9,38,3,4
45365,台積不好 豬屎也不好了嗎,2,2,2,3,3,4,4,5,5,5,7,9,852766,28.4,22,2,3
34850,#分享 墊下巴術後一個月✌️,1,2,2,2,2,2,0,1,2,5,5,9,492107,31.8,7,5,8
6625,男性下體型狀,0,0,2,3,6,9,0,3,3,5,8,12,955936,27.0,38,4,4
6499,這是你的貝果跟女友,3,10,18,23,28,30,3,4,7,7,8,8,817817,391.7,51,1,4
4222,新同事的莫名焦慮感,0,0,0,1,1,1,0,1,1,1,1,1,770696,160.6,15,1,5
27340,#大眾占卜 我容易在感情當中單向付出嗎🔍（已解答）,4,4,5,5,6,7,3,4,9,12,12,12,40715,32.9,22,1,5
49365,"#情報 發現可以領美妝小樣的神奇機器-
Kissme/珍朵絲特/艾瑪絲",6,15,22,26,30,33,0,0,1,1,2,2,156928,140.1,132,1,14
12424,#食記 南投車埕日式建築餐廳 - 澄石心天畝,1,3,8,11,21,22,0,0,1,1,1,1,160419,81.9,24,6,13
14000,#閒聊 冬天怎麼減肥...,3,6,25,41,61,74,1,7,17,27,31,31,656378,16.0,375,1,4
16011,幹(っ˘̩╭╮˘̩)っ,5,5,5,5,5,5,5,5,5,5,5,5,750159,1128.3,5,2,4
23457,#討論 妮露隊下限真的很高,3,3,3,5,5,5,2,2,3,6,8,11,641297,24.6,18,1,9
27096,#大型重型機車 有人跟我一樣打算四缸換雙缸嗎?,0,1,3,5,7,7,4,7,11,18,27,35,879883,6.4,18,0,10
27269,#分享 國小教師甄試初試,4,5,7,7,7,9,0,0,0,0,0,0,354462,4.1,19,4,6
44196,小七結帳超人,1,3,5,8,11,14,2,3,3,3,3,3,136098,31.6,27,3,6
32072,#分享 #分享 BOTTEGA VENETA cassette 水桶包,3,10,11,15,16,17,0,7,8,8,8,9,641259,15.1,56,0,14
17644,#詢問 ATEEZ友榮 圖片出處,4,4,4,4,5,12,7,7,7,7,7,7,626235,38.4,25,0,18
19818,轉職成功啦🥳🥳🥳,1,1,1,1,1,1,0,0,1,1,1,1,770696,160.6,32,2,6
7444,(已分)男友是職軍的請進,1,1,1,1,1,1,5,5,5,5,5,5,687605,117.0,53,5,19
15072,課表問題,1,1,1,1,2,5,1,1,2,2,2,2,750143,13.1,7,6,5
2345,課程推薦✨,2,3,3,4,4,5,0,0,0,0,2,2,643788,12.4,5,3,10
35517,連假大家都回去了…沒什麼朋友的我(´._.｀),3,10,15,16,21,23,20,44,72,92,104,116,136811,59.5,44,5,3
45848,學校網路,2,2,3,3,3,4,4,6,6,7,7,7,174372,56.4,5,3,6
46802,#綜藝 剛入坑想問綜藝！,12,23,40,49,56,66,7,7,8,10,10,10,199059,4.1,96,5,3
28746,管好你自己,1,1,1,1,4,6,0,0,0,1,2,4,795497,8.6,9,2,8
8460,#更新 220902 SinB IG 貼文、限動更新,6,7,7,8,8,8,0,0,0,0,0,0,158995,3.1,12,4,13
13640,#分享 保成呂懷德 憲判公立大學續聘,5,8,9,12,13,13,0,0,0,0,3,3,591920,16.9,18,4,14
17443,#分享 155食慾之秋的4套穿搭🍁🌰,17,26,38,45,56,62,2,2,2,3,5,5,399302,63.9,126,5,7
7348,徵 台南東區兒科診所正職一名,2,3,3,3,3,3,0,0,0,0,0,0,176551,22.4,5,0,15
36860,半夜外面的狗狗一直哭哭ಥ⁠_⁠ಥ,1,1,1,1,1,1,0,0,0,0,0,0,249745,34.1,6,3,18
12299,明天就業博覽會,0,0,1,1,1,1,7,8,8,9,9,9,630097,10.4,5,1,15
33601,花蓮的表演,4,5,8,10,13,15,1,1,1,1,1,3,249745,34.1,27,2,3
10839,#閒聊 #字數挑戰!! 盤點那些名字超長~的動漫( σ՞ਊ ՞)σ,5,8,17,18,19,19,6,7,8,10,11,12,3013,31.7,29,5,15
41175,沒開冷氣是在哭嗎,2,4,5,5,7,7,3,3,4,6,6,6,994988,40.3,7,0,8
11052,台北新北咖啡廳不限時/限時推薦52！,4,7,8,9,10,10,1,2,2,2,3,3,731596,0.1,26,5,3
13558,#討論 好奇提分手的人看到前任動態的心情,1,1,2,2,2,2,8,15,15,15,15,15,817817,391.7,5,4,7
48647,日本小學第一章,0,0,4,6,7,7,0,1,2,2,2,2,290837,7.3,23,2,12
8789,#iPad #ipad 電子手帳免費分享（‪‪.ᐟ.ᐟ限時免費‪‪.ᐟ.ᐟ,0,3,5,7,7,8,0,2,2,2,2,2,888601,78.9,34,6,5
27855,#心得 中信 富邦 星展核卡,0,0,0,0,2,2,0,0,0,1,1,1,828346,13.3,5,2,18
45332,挑戰賽 G1 賽前問答：味全龍球迷,4,4,5,6,6,6,0,0,0,0,0,0,862588,24.2,6,4,10
562,雲霄飛車之吻,0,0,3,5,6,6,5,5,5,6,6,9,696203,0.3,12,1,5
44788,#討論 這隻有很稀有嗎,0,1,3,3,4,4,2,6,15,16,16,16,79749,6.7,5,1,12
36976,這樣中國醫學生會怎麼辦？,6,8,9,10,11,12,2,3,3,6,6,6,643211,6.7,16,5,4
16976,學校Wi-Fi,0,1,1,1,1,1,2,2,3,3,4,4,377272,20.7,5,1,4
23403,雙親都外遇 更,0,2,3,8,10,16,0,1,1,3,5,5,676371,391.4,81,3,9
2273,中秋烤肉日之爆爽烤肉組合包,1,4,4,8,8,9,1,2,2,4,4,4,160419,81.9,9,0,3
0,我的排骨湯,12,15,15,15,16,18,10,10,10,10,10,10,598518,0.7,26,2,14
40391,學生受不平公對待 最後選擇結束自己生命,0,0,0,0,3,5,0,0,0,0,1,1,497426,359.8,20,3,18
6393,#分享 實測6.5小時 克蘭詩24 H持久霧光粉底 #105N,1,2,3,3,3,3,0,0,0,0,0,0,156928,140.1,7,0,16
22130,資深紋綉老師尋找眼霧麻豆（名額五名）為了做更多美麗作品才找麻豆的,6,6,6,7,7,7,11,11,11,11,14,14,24561,93.7,7,3,4
25062,男友對我很好可是好像有點笨,1,2,2,2,2,2,3,3,3,4,4,5,817817,391.7,11,1,15
10162,小姐，妳要教體態管理還是修圖教學？,0,1,2,2,2,2,0,0,0,0,0,0,24561,93.7,225,5,16
37793,#問 屏東市燙髮推薦,0,1,1,1,1,2,1,2,2,2,2,2,184535,19.8,6,1,18
38418,經濟系獎學金,1,1,1,1,1,2,2,3,4,4,4,4,738074,25.1,5,4,15
16804,✨小仙子用的保養品🧚‍♀️簡單玫瑰系列🌹,2,4,4,4,5,5,0,0,0,0,0,0,676417,0.1,6,1,15
37479,這裡不能停車,1,1,2,3,7,11,0,1,2,3,3,3,22465,63.0,13,2,3
39364,這樣是被拒絕了嗎,2,2,3,3,3,3,3,3,3,3,3,3,687605,117.0,6,1,18
21088,三大名氣係咪比較好,1,3,3,8,15,19,1,2,6,10,13,17,441723,6.5,44,1,11
4179,禁藥王和栗子,1,1,1,1,1,2,1,1,2,2,3,3,561089,3.0,5,5,4
14962,#大眾占卜 他有因為失去我而難過嗎？（YT:我們還有機會嗎？）,4,10,13,14,14,14,0,0,0,0,0,0,40715,32.9,24,2,14
32696,發現自己確診跟最不舒服的地方,0,0,1,2,2,2,2,2,5,5,6,6,497426,359.8,8,1,12
20968,這種殘缺不是美🙃,3,4,4,4,4,6,0,0,0,0,0,0,100619,40.4,12,3,10
6982,🗣[正義的算法],0,0,0,0,0,1,0,0,0,0,0,0,607104,0.6,11,2,11
32787,大家有用過FUJI愛騎機嗎？,4,8,8,9,10,10,0,4,4,5,6,6,894031,22.0,11,2,9
20086,專題組員真的要慎選,2,3,5,6,10,14,2,2,5,7,8,10,752604,15.7,29,3,11
35686,世文在哪裡,1,1,5,6,6,6,1,2,2,2,2,3,174372,56.4,11,0,13
9852,慈濟一開始不是很秋 現在怎麼縮,0,0,0,1,2,7,3,3,4,6,11,16,497426,359.8,61,0,9
24868,發生什麼事了,4,4,4,4,4,4,0,1,2,2,2,2,834735,4.1,6,1,14
33435,#Dcard好輕測 摩奇X  GoodKeep穩貼不位移,4,6,7,7,10,11,0,0,0,0,0,0,24561,93.7,22,0,6
45998,尋人啟事,5,7,7,9,11,12,7,11,12,15,18,21,643788,12.4,21,3,3
40243,有人知道金髮交通導護姐姐的IG嗎？,0,0,3,6,7,8,2,2,3,6,6,7,504560,19.9,12,2,6
11331,不加啦啦會變成邊緣人嗎,1,1,1,2,3,3,5,5,7,9,14,15,643788,12.4,6,2,9
2545,下雨天跑到頂樓玩.ᐟ.ᐟ.ᐟ,1,2,4,4,4,4,1,1,1,1,1,1,904306,0.0,13,4,6
8872,#作品 一些用手機拍的照片.4,2,2,2,2,2,2,0,0,0,0,0,0,124098,15.7,14,2,1
45183,iPhone 14全系列機型流出？蝦皮商家搶先知道！,1,3,5,6,8,10,1,4,6,7,7,7,497426,359.8,16,2,12
5072,不正經投資人,3,4,6,7,7,10,0,1,2,4,4,4,717594,39.0,16,2,21
11100,今年比較需要擔心的是400分門檻吧哭,3,4,4,5,5,5,5,7,9,9,12,15,591920,16.9,19,2,10
1132,大家都多久上一次大號?,0,4,6,13,15,17,6,24,39,52,67,76,497426,359.8,54,1,9
49908,#書單推薦 最近我全訂的甜文 #8,1,2,2,4,7,8,0,0,0,0,0,0,332913,14.0,14,4,12
35843,怎麼回答面試問題會比較好？,1,4,5,6,7,7,2,3,3,3,4,7,770696,160.6,18,1,4
16415,一個人來浪人 需要朋朋,2,3,3,3,3,3,4,5,5,5,5,5,8850,8.1,6,5,15
21315,今年選舉最強看板出現了,1,3,6,8,10,12,2,6,8,10,11,13,477997,42.3,34,5,6
19471,遇到可愛的熊貓外送員,2,3,7,8,8,11,5,7,7,7,8,8,583569,60.6,16,0,13
25840,乖鵝子要升級+9鵝,1,1,1,1,1,2,0,0,0,0,1,1,174372,56.4,5,6,18
26138,新竹的颱風,2,2,2,4,4,4,3,3,3,5,6,6,136098,31.6,21,5,22
16316,蝦皮賣家真厲害,0,0,0,0,0,0,1,2,2,4,4,15,24561,93.7,257,0,18
6676,我住自九可以幫忙抓蟲蟲,9,14,15,16,19,19,9,23,29,32,35,35,31069,64.7,32,2,12
245,有喜歡凌晨線上聊天的住宿生嗎,0,1,1,4,4,4,1,1,1,2,2,3,136811,59.5,12,5,21
4821,🏠巷弄內cp值很高的小小麵館搬家了～💕,1,1,1,1,1,1,0,0,0,0,0,0,193697,0.9,6,6,3
15680,#問題 iphone 14 pro手機殼建議,9,11,11,11,11,11,4,7,8,8,8,8,80465,65.8,13,4,8
48001,國文課公猴,5,8,8,8,9,9,6,6,6,6,6,6,336679,29.3,65,3,17
35593,巨蟹男攻略,0,1,1,2,2,2,1,3,3,4,6,9,342324,79.0,9,4,11
11076,好像找不到真正喜歡適合的人,3,10,13,13,15,15,5,12,14,15,15,16,817817,391.7,106,0,16
2894,搬到宿舍結果冷氣壞掉當場熱死,1,3,4,5,5,5,10,11,12,12,12,13,31069,64.7,8,3,15
26679,#討論 防止信用卡被盜刷的幾個小步驟,2,4,7,10,14,19,0,0,1,1,2,2,828346,13.3,68,3,6
28345,中山的社團,0,0,1,2,2,2,5,7,15,16,21,29,509033,16.3,5,2,10
33603,#活動 ✨我得第一名囉！！感謝文～～,1,3,3,5,6,6,0,0,0,0,0,0,156928,140.1,9,1,6
20753,金光頭王郁揚臉書粉專遭刪除 怒嗆:數位中介法還沒過耶！太扯,2,2,2,2,2,2,0,0,0,0,0,0,477997,42.3,5,4,3
5538,燙！二村四人房浴室…,1,1,1,2,2,2,1,2,3,4,4,4,336679,29.3,5,4,15
19182,還給我女舍安寧🙏,6,11,13,14,17,18,4,4,5,6,14,18,208818,39.8,27,4,5
37127,不會停車可以考慮用走的,5,5,7,7,8,8,11,12,14,16,16,17,637894,26.9,20,0,7
31373,阿嬤笑我啃老,0,1,1,1,1,1,2,2,2,2,2,6,676371,391.4,126,4,17
18599,楊子儀全裸,1,7,18,34,72,113,1,4,9,19,28,36,687605,117.0,597,4,8
25781,#請益 2023 Fall CS轉領域二碩 選校,0,0,1,2,3,3,0,4,4,5,5,5,134598,22.2,9,3,3
43563,求台北高級和牛餐廳推薦,0,0,1,1,1,2,0,0,1,2,2,5,160419,81.9,32,5,19
11614,某網紅對微不足道的弱女子施加人格毀滅的打擊,1,1,1,1,2,2,0,0,0,0,0,0,445193,24.6,7,6,18
45344,中秋節快樂🥮,1,1,2,2,2,2,0,0,0,0,0,0,424810,0.2,7,4,6
15361,被詐騙後的心情如何調適,0,3,4,7,9,10,2,5,10,10,11,11,676371,391.4,12,6,11
15569,Netflix韓國戀綜《交換情侶2》第16集－迎來完美結局之後,2,3,4,6,6,6,4,4,4,4,5,5,832822,17.1,11,0,13
22145,經典賽預測,0,0,0,0,0,0,2,4,4,4,4,4,862588,24.2,9,1,17
6162,#討論交流 中華電信111年基層從業人員遴選放榜,5,8,11,12,12,15,24,34,36,38,42,46,825288,7.0,23,1,7
11985,Sentinels?認真？,0,0,0,1,3,5,0,0,5,6,6,7,87138,10.1,12,5,0
27834,如何認識會計系女生,2,4,5,5,5,5,3,10,16,20,20,21,399368,59.9,7,5,15
11060,差點要到四個女生的line,4,14,14,17,25,29,5,8,15,20,26,32,174372,56.4,51,0,11
46501,確實,0,5,9,19,22,31,3,5,12,17,17,21,687605,117.0,78,5,6
9440,有x化系的掛嘛,1,2,6,6,12,15,0,7,11,11,25,53,464332,9.4,33,4,4
36248,🍰饗饗 假日午餐分享 帶爸爸吃好料PART4,1,9,26,47,78,112,0,2,5,5,7,9,160419,81.9,253,1,10
19768,#租屋疑問 租屋處超鼠人,0,0,0,0,0,0,1,1,2,3,4,4,469044,17.9,6,6,4
36865,#分享 《偶然的田園日記》越來越好看的小品短劇！高冷都市男被美麗的JOY給暖化🥰,0,1,1,2,5,5,0,0,0,0,0,0,700043,4.0,10,2,9
24262,在校園內也許會發生，                但希望在發生前能聽聽你的故事。,4,5,5,8,10,10,0,0,0,0,0,0,196302,25.7,16,4,6
11300,#請益 這樣的食量很誇張嗎,0,2,9,15,26,43,3,6,12,23,29,39,656378,16.0,120,5,0
6324,張老師 關心您,0,2,2,3,5,6,1,1,2,3,3,5,367659,39.7,19,5,5
47054,【台灣Vtuber】神級迫害擔當，降肉！百物宿舍一期生——于龔月 10/02 20：00初配信,2,2,4,5,6,6,0,0,0,0,0,0,662573,14.5,7,3,12
32866,酸葡萄,1,2,3,3,4,5,0,3,4,4,4,4,139045,5.7,13,3,1
24870,潘海利根香水怎麼挑？,1,1,1,1,1,1,3,5,5,5,5,5,518897,10.1,10,1,15
4875,中字機械推中字台科電機有機會嗎,0,1,2,2,4,5,3,10,10,15,18,32,632718,54.5,12,6,5
9505,工作選擇（工程師、房仲、保險）,4,5,7,7,7,7,3,3,3,4,5,5,770696,160.6,9,4,2
4566,Re: ⚫️⚪️圍棋社期初社大⚪️⚫️,2,2,2,2,2,2,0,0,0,0,0,0,305500,13.4,6,6,14
25177,愛戰校的各位檢討一下吧，「有本事以理服人，而不是只會以分數來說話，還是你沒其它本事了？」,1,1,1,1,3,3,0,0,0,0,5,5,676371,391.4,6,6,14
41705,，,6,6,6,6,6,6,0,0,0,0,0,0,750159,1128.3,7,5,14
19848,看到韓國梨泰院遊行踩踏數人，讓我突然想到小時候事件,6,16,26,30,35,38,0,1,6,6,7,8,676371,391.4,777,5,17
28737,#問題 停等紅燈遭後方追撞,0,0,0,0,0,0,12,14,14,14,14,14,17362,25.6,7,5,16
49292,烏鴉是真笨還是說謊說的很爛？,4,8,10,14,14,18,5,16,32,35,36,45,445193,24.6,93,6,18
41689,1200人追蹤達成 福利發放 Day100,1,3,4,5,5,5,0,0,0,0,0,0,631655,0.6,15,1,13
25594,求救 關於摩羯😔,1,1,1,1,1,1,0,0,0,0,0,0,342324,79.0,8,5,15
11531,#討論 駭客派人在巴黎質問Jennie？,8,24,44,82,117,140,3,6,9,16,19,21,495424,6.9,329,6,2
42518,柯文哲演講,1,1,1,1,1,1,1,1,1,1,1,1,878885,21.2,10,5,1
6587,【問卷】填旅遊問卷抽Marshall！,5,7,10,12,12,13,4,5,6,8,8,8,136811,59.5,16,3,6
30371,#討論 大家覺得這種身材要先練哪裡?,3,3,5,5,5,6,12,12,12,13,17,17,728866,21.3,9,4,3
27822,服務業真難做🥲,2,2,5,5,8,8,5,6,9,10,12,16,676371,391.4,32,2,1
7540,台中-与玥樓頂級粵菜餐廳🌑🌑🌑🌑🌓｜2020台中米其林餐盤美食,0,1,2,2,2,3,0,0,0,0,1,1,160419,81.9,6,2,9
15734,#分享 Harry Styles單飛後的音樂生涯！以Watermelon Sugar爆紅 新專輯Harry’s house與日本文化的淵源？！,1,1,2,2,4,4,0,0,0,0,0,0,420601,20.2,6,6,13
34716,#分享 Byredo Mojave Ghost,0,2,3,5,7,8,0,0,4,5,5,8,518897,10.1,14,2,3
47345,大家在高大遇過奇葩嗎？,2,5,5,5,5,5,4,8,9,10,10,10,385902,15.3,8,2,13
13388,#iPhone #更新 歷年iPhone價格比較(2022),4,6,9,10,11,13,0,0,0,0,0,0,888601,78.9,16,3,2
13682,請問很憂鬱可以去校牧室找老師談心嗎？,6,7,7,8,8,8,17,21,26,27,28,29,430940,47.0,14,2,15
42471,設計思考與創客實踐,1,2,4,4,5,5,1,2,4,4,4,4,637894,26.9,6,4,10
35172,彰化必吃的特餐！！,1,2,2,4,5,7,0,0,0,1,1,2,160419,81.9,19,4,3
23760,請益#推薦的玉石加工（描金、修復）,2,3,3,3,3,3,0,0,0,0,0,0,179492,7.4,7,3,11
14595,遇過最沒禮貌的家教家長,2,2,3,3,3,3,0,0,0,0,0,0,676371,391.4,7,0,14
20077,Line 免費貼圖下載🥳,8,28,49,66,69,71,3,14,23,24,24,24,497426,359.8,219,3,14
16033,受地震影響台鐵台東花蓮間目前中斷,6,7,9,11,12,14,0,2,8,10,10,10,249745,34.1,18,6,10
46319,#分享 Seventeen 淨漢,8,10,14,17,22,38,0,1,4,4,4,4,626235,38.4,256,0,18
44581,非常不專業的單眼皮睫毛分享,1,5,6,9,13,14,4,6,10,10,10,10,156928,140.1,22,3,5
9737,#iPhone  iphone14pro是不是年底買比較好？,1,1,1,4,4,5,9,12,35,46,51,56,888601,78.9,10,5,9
28161,2022年《Cheers》2000大企業最愛大學生調查 -對照分科分數排名,2,2,3,3,5,5,1,2,6,9,11,11,432672,41.5,6,2,6
49419,#詢問 眉眼間距近縫雙眼皮選擇、建議🙏,2,2,3,3,3,3,7,8,9,12,17,19,492107,31.8,6,0,7
39782,念珠菌用藥分享,3,8,17,21,28,31,0,12,16,22,26,27,24561,93.7,60,3,12
27018,來真的,4,5,7,9,9,9,0,0,0,0,0,0,687605,117.0,65,5,15
4741,因為不會穿內衣。 所以手臂會變粗,0,1,4,9,14,17,4,4,8,9,18,20,24561,93.7,98,6,2
6641,面對中共的打壓該怎麼辦？,2,3,5,7,7,7,5,10,15,17,19,20,497426,359.8,7,3,3
412,我是文中的女生本人,14,24,38,55,69,75,10,21,61,165,229,290,136811,59.5,164,0,12
24655,花100申請車證的用意？,0,0,1,1,1,1,1,6,8,12,16,16,136098,31.6,8,4,11
4835,（已抽）#抽獎 貴婦保養來囉🎁GA黑曜岩系列,27,36,42,46,48,49,19,26,31,38,39,39,137673,0.1,66,0,12
27271,某個瞬間完全覺得對方已經不是我所認識的那個他,1,1,1,3,4,5,2,2,2,3,3,3,817817,391.7,12,6,6
3894,地震,1,1,1,1,1,1,3,3,3,3,3,3,497426,359.8,13,4,15
14700,Will’s teppanyaki 超越初魚cp值 台北無菜單鐵板燒推薦,1,13,16,17,21,21,0,0,2,2,2,2,160419,81.9,32,4,14
4380,殼霧,5,5,5,5,5,5,1,1,2,2,3,3,750159,1128.3,5,1,12
656,動漫展百合戰利品分享,6,8,11,21,23,26,1,4,5,5,8,9,119833,1.4,53,1,8
8614,Pony Effect三款氣墊粉餅妝感比較✨妝前乳、持妝噴霧小心得分享🫶🏻,4,4,4,4,4,4,0,0,0,0,0,0,258838,0.1,5,6,12
20388,沒訂位,9,9,10,10,10,11,10,11,11,20,21,21,750159,1128.3,12,3,11
44085,中華電信是不是欠客訴,4,5,5,5,5,5,9,10,10,11,11,11,878885,21.2,9,1,14
48301,#討論 ⚠️9/20更新素人改造照片 誠徵 素人改造練習model（免費）,1,1,1,2,2,5,0,4,4,6,6,6,156928,140.1,12,3,18
23988,日本社會現勢 戚國福 塊陶,1,3,4,4,4,6,1,1,1,1,1,1,994988,40.3,7,0,6
30860,機械背景畢業進台灣Google~Google前硬體工程師採訪!!,0,0,2,3,4,4,0,0,0,0,1,1,632718,54.5,7,4,12
39112,#輕食 #鹽埕食圈 #蛋餅里家,2,9,9,10,10,11,0,1,1,2,2,2,160419,81.9,16,6,3
10445,試營運😍 工業風簡約小小寵物友善咖啡館💕,2,3,3,3,5,5,0,0,0,0,0,0,193697,0.9,13,4,5
34780,#分享 我的零食口袋名單,3,8,11,11,12,13,4,6,7,8,8,8,497426,359.8,19,2,4
1032,將來銀行儲蓄利率不同？,0,1,1,3,7,7,3,3,3,3,3,3,717594,39.0,13,4,10
38383,111年度高考會計類科上榜心得,2,9,12,14,14,15,1,6,6,9,9,9,531929,28.7,24,4,14
7400,標題真的很難下 她也真的很會撩,16,23,32,34,38,39,1,2,2,5,5,5,687605,117.0,61,6,9
39003,#詢問 大家會在月中洗頭？自備洗髪精會很誇張？,0,0,0,0,0,0,12,13,14,14,14,16,24568,35.9,10,0,6
1802,消防缺額,0,0,2,2,3,3,0,0,1,2,5,5,139045,5.7,10,0,4
39999,國立臺灣大學洗學歷,0,0,0,1,2,2,0,2,4,5,6,6,632718,54.5,7,3,9
1297,來圖書館學英文,3,3,3,3,3,3,2,3,3,3,4,4,926730,13.2,12,3,16
7176,#閒聊 如果鳴人是女生，火影忍者會看起來很瑪麗蘇嗎？,0,1,1,1,1,1,1,1,1,1,1,1,3013,31.7,6,4,17
22203,文化UBike,4,9,18,23,29,34,14,20,26,34,35,36,22465,63.0,56,1,7
1218,#詢問 高考-環保技術志願請益,0,1,1,1,2,2,0,0,0,0,0,0,531929,28.7,8,2,15
13059,#分享 換季穩膚好霜來了🏵️ft. AHC醫美小藍霜,2,2,2,2,2,2,0,0,0,0,0,0,156928,140.1,5,4,10
17647,班代會議,0,0,0,0,0,0,1,3,7,7,7,8,650776,19.2,12,0,17
7366,#黑特 東區r開頭霧眉店(對!!就是負評很多的那間),3,12,13,15,17,17,6,14,16,25,25,25,770696,160.6,22,3,12
32646,#集中討論 蔡依林《UGLY BEAUTY》世界巡迴演唱會台北最終場,18,35,50,67,84,98,12,24,38,44,50,52,626235,38.4,156,3,3
31059,#閒聊 WAKE ONE娛樂 10月也太多藝人回歸了吧！,5,6,14,19,21,22,0,0,0,1,7,8,626235,38.4,29,3,2
19009,與妳的13年-10,1,1,2,2,3,3,5,5,5,5,5,5,687605,117.0,6,2,17
27213,外環腳踏車 可以不要逆向嗎= =,2,6,9,9,10,10,7,12,14,14,15,18,249745,34.1,15,2,10
13573,#提問 兵役問題,4,5,8,14,15,16,4,5,6,6,6,6,81013,3.9,33,5,12
33936,#請益 編現流是L1會做到的事嗎？,1,1,1,1,1,1,8,9,9,9,9,9,827384,8.4,16,4,15
29084,#日常穿搭 155的秋冬穿搭🍁❤️,18,44,76,133,181,209,9,18,21,28,33,33,399302,63.9,381,1,11
35394,#開箱 Mark Tuan album開箱,2,2,2,2,2,2,1,1,1,1,14,14,445437,0.5,7,6,3
27849,返緊tuns 你問我盡答🤣,0,1,4,6,7,8,0,1,6,6,13,15,269432,16.3,13,2,4
28631,急～大額匯款需要本人嗎！,0,1,1,2,3,4,2,2,2,2,4,15,90251,11.7,10,5,5
27285,#美食 嘉藥附近美食,0,0,0,0,0,0,1,1,1,1,1,1,827683,5.5,7,1,16
5551,買了車位卻被貼警告單,0,0,0,0,0,1,1,1,1,1,1,2,878885,21.2,9,0,18
33395,輔大看證件是還要看他媽的多久,2,4,15,27,39,46,3,3,5,12,14,18,136811,59.5,140,1,5
1457,#開箱 為之驚豔的花椒泡麵,2,2,3,3,3,3,1,1,2,2,2,2,160419,81.9,11,2,19
48978,下班還有要回公司的訊息嗎？,0,0,1,3,3,3,2,3,4,5,6,6,770696,160.6,7,4,12
27779,_,4,4,4,4,4,5,7,8,8,8,8,8,750159,1128.3,5,5,10
2414,高雄關懷包 ver.111/10/18,0,1,1,3,4,5,0,1,1,1,1,2,497426,359.8,7,1,4
6887,#問 帶狗狗去露營的必備用品,3,3,4,5,6,6,0,1,1,1,1,1,699763,53.5,9,0,2
35802,校女排招生調查🏐️🤩🔥,4,8,14,14,15,15,0,0,0,0,1,1,604447,38.0,20,1,14
40897,開學第二日都識唔到人🥲3號之前仲要搵groupmate,0,0,1,1,1,2,0,0,0,0,0,1,745701,2.6,5,3,5
42648,會覺得台灣人祖先來自中國就要當中國人嗎？,1,1,2,3,3,6,0,0,0,0,0,2,497426,359.8,28,3,10
28364,想問,1,3,3,3,3,3,3,3,3,3,3,3,342324,79.0,5,0,15
27972,好想念50嵐的抹茶拿鐵啊～,0,0,0,0,1,3,2,2,2,3,4,8,679596,3.5,15,5,2
21780,3CE 瘋搶1元眼影盤+唇釉+腮紅｜101-100｜開箱3CE NEW TAKE眼影+腮紅,4,4,4,6,6,6,0,0,0,0,0,0,873580,1.6,7,3,5
